close,max,min,label
24.33,26.96,24.33,24.55
24.55,26.88,24.33,25.42
25.42,25.56,24.33,24.58
24.58,25.42,24.33,23.77
23.77,25.42,23.77,22.69
22.69,25.42,22.69,24.94
24.94,25.42,22.69,28.44
28.44,28.44,22.69,29.55
29.55,29.55,22.69,28.26
28.26,29.55,22.69,30.59
30.59,30.59,24.94,32.44
32.44,32.44,28.26,31.36
31.36,32.44,28.26,31.7
31.7,32.44,28.26,31.52
31.52,32.44,30.59,30.31
30.31,32.44,30.31,30.03
30.03,31.7,30.03,28.85
28.85,31.7,28.85,28.72
28.72,31.52,28.72,30.13
30.13,30.31,28.72,31.14
31.14,31.14,28.72,30.88
30.88,31.14,28.72,32.65
32.65,32.65,28.72,32.3
32.3,32.65,30.13,31.57
31.57,32.65,30.88,31.77
31.77,32.65,30.88,31.82
31.82,32.65,31.57,31.23
31.23,32.3,31.23,30.72
30.72,31.82,30.72,30.39
30.39,31.82,30.39,29.43
29.43,31.82,29.43,29
29,31.23,29,31.33
31.33,31.33,29,32.73
32.73,32.73,29,34.17
34.17,34.17,29,33.39
33.39,34.17,29,31.92
31.92,34.17,31.33,30.78
30.78,34.17,30.78,29.34
29.34,34.17,29.34,29.27
29.27,33.39,29.27,28.41
28.41,31.92,28.41,27.58
27.58,30.78,27.58,25.31
25.31,29.34,25.31,24.52
24.52,29.27,24.52,24.11
24.11,28.41,24.11,22.36
22.36,27.58,22.36,23.85
23.85,25.31,22.36,23.32
23.32,24.52,22.36,22.03
22.03,24.11,22.03,19.42
19.42,23.85,19.42,17.7
17.7,23.85,17.7,17.56
17.56,23.32,17.56,16.04
16.04,22.03,16.04,16.04
16.04,19.42,16.04,16.31
16.31,17.7,16.04,20.2
20.2,20.2,16.04,21.42
21.42,21.42,16.04,24.45
24.45,24.45,16.04,26.64
26.64,26.64,16.31,28.64
28.64,28.64,20.2,29.36
29.36,29.36,21.42,30.4
30.4,30.4,24.45,31.33
31.33,31.33,26.64,31.27
31.27,31.33,28.64,30.81
30.81,31.33,29.36,29.98
29.98,31.33,29.98,31.09
31.09,31.33,29.98,29.42
29.42,31.27,29.42,29.53
29.53,31.09,29.42,29.77
29.77,31.09,29.42,27.93
27.93,31.09,27.93,25.71
25.71,29.77,25.71,24.76
24.76,29.77,24.76,23.06
23.06,29.77,23.06,23.95
23.95,27.93,23.06,25.51
25.51,25.71,23.06,27.15
27.15,27.15,23.06,28.83
28.83,28.83,23.06,31.22
31.22,31.22,23.95,34.57
34.57,34.57,25.51,35.24
35.24,35.24,27.15,36.71
36.71,36.71,28.83,36.81
36.81,36.81,31.22,37.65
37.65,37.65,34.57,37.26
37.26,37.65,35.24,37.17
37.17,37.65,36.71,35.8
35.8,37.65,35.8,34.05
34.05,37.65,34.05,33.19
33.19,37.26,33.19,35.58
35.58,37.17,33.19,35.35
35.35,35.8,33.19,33.37
33.37,35.58,33.19,33.22
33.22,35.58,33.19,33.42
33.42,35.58,33.22,32.28
32.28,35.35,32.28,31.39
31.39,33.42,31.39,30.69
30.69,33.42,30.69,27.55
27.55,33.42,27.55,26.2
26.2,32.28,26.2,25.04
25.04,31.39,25.04,23.72
23.72,30.69,23.72,23.66
23.66,27.55,23.66,24.91
24.91,26.2,23.66,25.76
25.76,25.76,23.66,25.83
25.83,25.83,23.66,26.87
26.87,26.87,23.66,25.76
25.76,26.87,24.91,30.93
30.93,30.93,25.76,33.02
33.02,33.02,25.76,33.61
33.61,33.61,25.76,31.75
31.75,33.61,25.76,33.64
33.64,33.64,30.93,35.11
35.11,35.11,31.75,35.18
35.18,35.18,31.75,35.77
35.77,35.77,31.75,36.28
36.28,36.28,33.64,37.43
37.43,37.43,35.11,36.39
36.39,37.43,35.18,37.66
37.66,37.66,35.77,37.52
37.52,37.66,36.28,37.82
37.82,37.82,36.39,36.96
36.96,37.82,36.39,36.2
36.2,37.82,36.2,35.54
35.54,37.82,35.54,35.73
35.73,37.82,35.54,35.74
35.74,36.96,35.54,35.41
35.41,36.2,35.41,34.23
34.23,35.74,34.23,33.73
33.73,35.74,33.73,32.71
32.71,35.74,32.71,33.92
33.92,35.41,32.71,33.4
33.4,34.23,32.71,32.35
32.35,33.92,32.35,32.02
32.02,33.92,32.02,31.92
31.92,33.92,31.92,33.35
33.35,33.4,31.92,33.73
33.73,33.73,31.92,33.86
33.86,33.86,31.92,32.75
32.75,33.86,31.92,31.18
31.18,33.86,31.18,29.96
29.96,33.86,29.96,29.15
29.15,33.86,29.15,29.21
29.21,32.75,29.15,29.01
29.01,31.18,29.01,28.4
28.4,29.96,28.4,28.7
28.7,29.21,28.4,28.56
28.56,29.21,28.4,27.97
27.97,29.01,27.97,28.77
28.77,28.77,27.97,28.21
28.21,28.77,27.97,27.8
27.8,28.77,27.8,28.12
28.12,28.77,27.8,28.59
28.59,28.77,27.8,28.8
28.8,28.8,27.8,28.38
28.38,28.8,27.8,27.62
27.62,28.8,27.62,27.41
27.41,28.8,27.41,27.83
27.83,28.8,27.41,29.16
29.16,29.16,27.41,32.24
32.24,32.24,27.41,32.39
32.39,32.39,27.41,33.43
33.43,33.43,27.83,33.44
33.44,33.44,29.16,34.48
34.48,34.48,32.24,35.17
35.17,35.17,32.39,35.43
35.43,35.43,33.43,35.82
35.82,35.82,33.44,36.85
36.85,36.85,34.48,37.01
37.01,37.01,35.17,37.59
37.59,37.59,35.43,38.11
38.11,38.11,35.82,37.81
37.81,38.11,36.85,38.1
38.1,38.11,37.01,37.79
37.79,38.11,37.59,38.15
38.15,38.15,37.79,38.37
38.37,38.37,37.79,38.26
38.26,38.37,37.79,38.26
38.26,38.37,37.79,38.69
38.69,38.69,38.15,38.05
38.05,38.69,38.05,36.9
36.9,38.69,36.9,34.84
34.84,38.69,34.84,32.42
32.42,38.69,32.42,31.1
31.1,38.05,31.1,30.67
30.67,36.9,30.67,29.08
29.08,34.84,29.08,28.21
28.21,32.42,28.21,27.7
27.7,31.1,27.7,27.71
27.71,30.67,27.7,27.43
27.43,29.08,27.43,28.03
28.03,28.21,27.43,28.5
28.5,28.5,27.43,27.98
27.98,28.5,27.43,28.37
28.37,28.5,27.43,28.1
28.1,28.5,27.98,26.77
26.77,28.5,26.77,27.54
27.54,28.37,26.77,27.4
27.4,28.37,26.77,26.77
26.77,28.1,26.77,26.9
26.9,27.54,26.77,31.79
31.79,31.79,26.77,31.8
31.8,31.8,26.77,30.98
30.98,31.8,26.77,32.72
32.72,32.72,26.9,32.68
32.68,32.72,30.98,32.74
32.74,32.74,30.98,34.34
34.34,34.34,30.98,35.38
35.38,35.38,32.68,36.51
36.51,36.51,32.68,36.45
36.45,36.51,32.74,37.12
37.12,37.12,34.34,37.43
37.43,37.43,35.38,38.14
38.14,38.14,36.45,38.54
38.54,38.54,36.45,38.7
38.7,38.7,37.12,38.04
38.04,38.7,37.43,37.04
37.04,38.7,37.04,34.52
34.52,38.7,34.52,31.76
31.76,38.7,31.76,30.36
30.36,38.04,30.36,29.88
29.88,37.04,29.88,27.32
27.32,34.52,27.32,28.37
28.37,31.76,27.32,28.62
28.62,30.36,27.32,28.64
28.64,29.88,27.32,29.17
29.17,29.17,27.32,30.31
30.31,30.31,28.37,32.05
32.05,32.05,28.62,33.43
33.43,33.43,28.64,32.52
32.52,33.43,29.17,30.53
30.53,33.43,30.31,29.75
29.75,33.43,29.75,29.02
29.02,33.43,29.02,28.27
28.27,32.52,28.27,27.39
27.39,30.53,27.39,27.34
27.34,29.75,27.34,28.3
28.3,29.02,27.34,28.14
28.14,28.3,27.34,27.12
27.12,28.3,27.12,25.35
25.35,28.3,25.35,22.75
22.75,28.3,22.75,22.26
22.26,28.14,22.26,22.27
22.27,27.12,22.26,21.42
21.42,25.35,21.42,21.5
21.5,22.75,21.42,21.57
21.57,22.27,21.42,22.39
22.39,22.39,21.42,24.34
24.34,24.34,21.42,26.36
26.36,26.36,21.5,26.91
26.91,26.91,21.57,27.57
27.57,27.57,22.39,28.29
28.29,28.29,24.34,29.13
29.13,29.13,26.36,28.61
28.61,29.13,26.91,28.13
28.13,29.13,27.57,27.58
27.58,29.13,27.58,27.86
27.86,29.13,27.58,28.49
28.49,28.61,27.58,28.11
28.11,28.49,27.58,29.08
29.08,29.08,27.58,30.45
30.45,30.45,27.86,30.54
30.54,30.54,28.11,31.35
31.35,31.35,28.11,31.98
31.98,31.98,29.08,32.21
32.21,32.21,30.45,31.63
31.63,32.21,30.54,30.7
30.7,32.21,30.7,30.6
30.6,32.21,30.6,30.6
30.6,32.21,30.6,31.64
31.64,31.64,30.6,30.47
30.47,31.64,30.47,30.33
30.33,31.64,30.33,29.46
29.46,31.64,29.46,29.15
29.15,31.64,29.15,36.86
36.86,36.86,29.15,28.41
28.41,36.86,28.41,30.2
30.2,36.86,28.41,29.81
29.81,36.86,28.41,29.86
29.86,36.86,28.41,37.82
37.82,37.82,28.41,29.96
29.96,37.82,29.81,30.12
30.12,37.82,29.81,29.24
29.24,37.82,29.24,30.93
30.93,37.82,29.24,29.63
29.63,30.93,29.24,30.05
30.05,30.93,29.24,30.34
30.34,30.93,29.24,31.05
31.05,31.05,29.63,30.16
30.16,31.05,29.63,29.79
29.79,31.05,29.79,28.37
28.37,31.05,28.37,27.33
27.33,31.05,27.33,26.37
26.37,30.16,26.37,26.31
26.31,29.79,26.31,25.33
25.33,28.37,25.33,26.58
26.58,27.33,25.33,29.24
29.24,29.24,25.33,31.75
31.75,31.75,25.33,31.44
31.44,31.75,25.33,31.55
31.55,31.75,26.58,32.48
32.48,32.48,29.24,34.37
34.37,34.37,31.44,34.77
34.77,34.77,31.44,34.57
34.57,34.77,31.55,34.55
34.55,34.77,32.48,33.9
33.9,34.77,33.9,33.21
33.21,34.77,33.21,33.32
33.32,34.57,33.21,33.66
33.66,34.55,33.21,33.26
33.26,33.9,33.21,31.94
31.94,33.66,31.94,31.82
31.82,33.66,31.82,32.95
32.95,33.66,31.82,33.55
33.55,33.55,31.82,32.7
32.7,33.55,31.82,33.24
33.24,33.55,31.82,34.21
34.21,34.21,32.7,35.14
35.14,35.14,32.7,36.29
36.29,36.29,32.7,37.77
37.77,37.77,33.24,38
38,38,34.21,36.66
36.66,38,35.14,36.33
36.33,38,36.29,35.85
35.85,38,35.85,35.28
35.28,38,35.28,48.48
48.48,48.48,35.28,34.15
34.15,48.48,34.15,34.34
34.34,48.48,34.15,34.27
34.27,48.48,34.15,37.41
37.41,48.48,34.15,36.21
36.21,37.41,34.15,35.67
35.67,37.41,34.27,36.03
36.03,37.41,34.27,35.86
35.86,37.41,35.67,35.87
35.87,36.21,35.67,37.13
37.13,37.13,35.67,37.34
37.34,37.34,35.86,37.42
37.42,37.42,35.86,37.68
37.68,37.68,35.87,37.42
37.42,37.68,37.13,35.81
35.81,37.68,35.81,35.12
35.12,37.68,35.12,35.59
35.59,37.68,35.12,35.32
35.32,37.42,35.12,35.61
35.61,35.81,35.12,34.91
34.91,35.61,34.91,33.73
33.73,35.61,33.73,32.28
32.28,35.61,32.28,30.72
30.72,35.61,30.72,30.17
30.17,34.91,30.17,29.21
29.21,33.73,29.21,27.74
27.74,32.28,27.74,27.52
27.52,30.72,27.52,28.61
28.61,30.17,27.52,41.34
41.34,41.34,27.52,42.37
42.37,42.37,27.52,41.58
41.58,42.37,27.52,42.4
42.4,42.4,28.61,42.12
42.12,42.4,41.34,43.62
43.62,43.62,41.58,48
48,48,41.58,51.97
51.97,51.97,42.12,53.03
53.03,53.03,42.12,52.95
52.95,53.03,43.62,53.03
53.03,53.03,48,35.89
35.89,53.03,35.89,36
36,53.03,35.89,36.5
36.5,53.03,35.89,36.81
36.81,53.03,35.89,38.84
38.84,38.84,35.89,39.49
39.49,39.49,36,38.91
38.91,39.49,36.5,39.21
39.21,39.49,36.81,39.03
39.03,39.49,38.84,39.37
39.37,39.49,38.91,39.26
39.26,39.37,38.91,39.29
39.29,39.37,39.03,38.79
38.79,39.37,38.79,38.46
38.46,39.37,38.46,37.8
37.8,39.29,37.8,38.2
38.2,39.29,37.8,37.36
37.36,38.79,37.36,36.95
36.95,38.46,36.95,35.53
35.53,38.2,35.53,34.92
34.92,38.2,34.92,33.94
33.94,37.36,33.94,32.97
32.97,36.95,32.97,31.3
31.3,35.53,31.3,30.25
30.25,34.92,30.25,28.06
28.06,33.94,28.06,27.49
27.49,32.97,27.49,26.93
26.93,31.3,26.93,26.23
26.23,30.25,26.23,25.43
25.43,28.06,25.43,24.92
24.92,27.49,24.92,24.77
24.77,26.93,24.77,25.53
25.53,26.23,24.77,24.46
24.46,25.53,24.46,24.32
24.32,25.53,24.32,24.78
24.78,25.53,24.32,25.27
25.27,25.53,24.32,27.33
27.33,27.33,24.32,26.36
26.36,27.33,24.32,25.33
25.33,27.33,24.78,25.73
25.73,27.33,25.27,26.57
26.57,27.33,25.33,27.23
27.23,27.23,25.33,26.94
26.94,27.23,25.33,28.04
28.04,28.04,25.73,29.8
29.8,29.8,26.57,28.49
28.49,29.8,26.94,26.54
26.54,29.8,26.54,26.29
26.29,29.8,26.29,25.8
25.8,29.8,25.8,24.53
24.53,28.49,24.53,25.83
25.83,26.54,24.53,25.64
25.64,26.29,24.53,25.39
25.39,25.83,24.53,24.51
24.51,25.83,24.51,23.33
23.33,25.83,23.33,21.53
21.53,25.64,21.53,21.79
21.79,25.39,21.53,22.17
22.17,24.51,21.53,22.41
22.41,23.33,21.53,21.57
21.57,22.41,21.53,21.49
21.49,22.41,21.49,20.59
20.59,22.41,20.59,21.66
21.66,22.41,20.59,21.33
21.33,21.66,20.59,19.65
19.65,21.66,19.65,19.24
19.24,21.66,19.24,17.6
17.6,21.66,17.6,16.76
16.76,21.33,16.76,16.96
16.96,19.65,16.76,16.45
16.45,19.24,16.45,16.25
16.25,17.6,16.25,16.74
16.74,16.96,16.25,16.62
16.62,16.96,16.25,15.6
15.6,16.74,15.6,16.03
16.03,16.74,15.6,16.69
16.69,16.74,15.6,17.07
17.07,17.07,15.6,16.29
16.29,17.07,15.6,15.89
15.89,17.07,15.89,15.82
15.82,17.07,15.82,15.55
15.55,17.07,15.55,15.44
15.44,16.29,15.44,15.96
15.96,15.96,15.44,15.15
15.15,15.96,15.15,14.32
14.32,15.96,14.32,13.95
13.95,15.96,13.95,13.29
13.29,15.96,13.29,13.08
13.08,15.15,13.08,12.53
12.53,14.32,12.53,12.27
12.27,13.95,12.27,12.29
12.29,13.29,12.27,12.64
12.64,13.08,12.27,12.34
12.34,12.64,12.27,12.22
12.22,12.64,12.22,11.65
11.65,12.64,11.65,11.85
11.85,12.64,11.65,10.94
10.94,12.34,10.94,11.33
11.33,12.22,10.94,11.28
11.28,11.85,10.94,10.93
10.93,11.85,10.93,10.06
10.06,11.33,10.06,10.34
10.34,11.33,10.06,10.12
10.12,11.28,10.06,9.74
9.74,10.93,9.74,9.66
9.66,10.34,9.66,9.11
9.11,10.34,9.11,8.68
8.68,10.12,8.68,9.1
9.1,9.74,8.68,8.91
8.91,9.66,8.68,8.82
8.82,9.11,8.68,9.44
9.44,9.44,8.68,10.5
10.5,10.5,8.82,11.53
11.53,11.53,8.82,12.37
12.37,12.37,8.82,12.35
12.35,12.37,9.44,13.8
13.8,13.8,10.5,15.06
15.06,15.06,11.53,18.89
18.89,18.89,12.35,14.71
14.71,18.89,12.35,14.9
14.9,18.89,13.8,15.49
15.49,18.89,14.71,16.3
16.3,18.89,14.71,17.56
17.56,17.56,14.71,17.89
17.89,17.89,14.9,19.99
19.99,19.99,15.49,22
22,22,16.3,23.18
23.18,23.18,17.56,23.33
23.33,23.33,17.89,22.79
22.79,23.33,19.99,22.96
22.96,23.33,22,23.08
23.08,23.33,22.79,23.36
23.36,23.36,22.79,23.07
23.07,23.36,22.79,24.2
24.2,24.2,22.96,23.96
23.96,24.2,23.07,22.79
22.79,24.2,22.79,22.05
22.05,24.2,22.05,21.91
21.91,24.2,21.91,23.08
23.08,23.96,21.91,23.24
23.24,23.24,21.91,23.25
23.25,23.25,21.91,22.77
22.77,23.25,21.91,22.21
