close,max,min,label
34.5448,34.5448,29.611,39.2601
39.2601,39.2601,29.611,36.3025
36.3025,39.2601,30.3055,37.2143
37.2143,39.2601,32.1379,36.4029
36.4029,39.2601,34.5448,34.7257
34.7257,39.2601,34.7257,34.9571
34.9571,37.2143,34.7257,32.3961
32.3961,37.2143,32.3961,30.6287
30.6287,36.4029,30.6287,32.5518
32.5518,34.9571,30.6287,29.5532
29.5532,34.9571,29.5532,27.4314
27.4314,32.5518,27.4314,26.1007
26.1007,32.5518,26.1007,25.4413
25.4413,32.5518,25.4413,25.0663
25.0663,29.5532,25.0663,25.6305
25.6305,27.4314,25.0663,25.5229
25.5229,26.1007,25.0663,25.1746
25.1746,25.6305,25.0663,25.2594
25.2594,25.6305,25.0663,24.1135
24.1135,25.6305,24.1135,22.9917
22.9917,25.5229,22.9917,20.865
20.865,25.2594,20.865,19.9191
19.9191,25.2594,19.9191,19.7301
19.7301,24.1135,19.7301,20.8365
20.8365,22.9917,19.7301,24.1394
24.1394,24.1394,19.7301,23.3815
23.3815,24.1394,19.7301,23.6753
23.6753,24.1394,19.7301,24.5015
24.5015,24.5015,20.8365,24.1794
24.1794,24.5015,23.3815,25.0763
25.0763,25.0763,23.3815,24.7066
24.7066,25.0763,23.6753,24.995
24.995,25.0763,24.1794,24.4352
24.4352,25.0763,24.1794,24.5972
24.5972,25.0763,24.4352,25.5372
25.5372,25.5372,24.4352,26.0154
26.0154,26.0154,24.4352,27.0939
27.0939,27.0939,24.4352,27.3156
27.3156,27.3156,24.5972,27.1949
27.1949,27.3156,25.5372,27.5662
27.5662,27.5662,26.0154,27.8306
27.8306,27.8306,27.0939,26.9918
26.9918,27.8306,26.9918,28.951
28.951,28.951,26.9918,29.1416
29.1416,29.1416,26.9918,29.8626
29.8626,29.8626,26.9918,29.7955
29.7955,29.8626,26.9918,30.3587
30.3587,30.3587,28.951,30.0639
30.0639,30.3587,29.1416,28.6936
28.6936,30.3587,28.6936,28.2698
28.2698,30.3587,28.2698,26.8059
26.8059,30.3587,26.8059,27.224
27.224,30.0639,26.8059,28.9426
28.9426,28.9426,26.8059,29.2455
29.2455,29.2455,26.8059,27.3359
27.3359,29.2455,26.8059,27.8009
27.8009,29.2455,27.224,27.8297
27.8297,29.2455,27.3359,26.7654
26.7654,29.2455,26.7654,25.8395
25.8395,27.8297,25.8395,26.5092
26.5092,27.8297,25.8395,28.7046
28.7046,28.7046,25.8395,29.0395
29.0395,29.0395,25.8395,28.8821
28.8821,29.0395,25.8395,27.1175
27.1175,29.0395,26.5092,27.2127
27.2127,29.0395,27.1175,27.5789
27.5789,29.0395,27.1175,28.0549
28.0549,28.8821,27.1175,26.1437
26.1437,28.0549,26.1437,27.9437
27.9437,28.0549,26.1437,27.2345
27.2345,28.0549,26.1437,26.0258
26.0258,28.0549,26.0258,23.6115
23.6115,27.9437,23.6115,23.0532
23.0532,27.9437,23.0532,23.0911
23.0911,27.2345,23.0532,23.7373
23.7373,26.0258,23.0532,25.2318
25.2318,25.2318,23.0532,24.0307
24.0307,25.2318,23.0532,22.7222
22.7222,25.2318,22.7222,20.114
20.114,25.2318,20.114,20.2367
20.2367,25.2318,20.114,19.5244
19.5244,24.0307,19.5244,20.7524
20.7524,22.7222,19.5244,21.9122
21.9122,21.9122,19.5244,24.2504
24.2504,24.2504,19.5244,25.9644
25.9644,25.9644,19.5244,24.2099
24.2099,25.9644,20.7524,25.5038
25.5038,25.9644,21.9122,26.2936
26.2936,26.2936,24.2099,29.0643
29.0643,29.0643,24.2099,33.6377
33.6377,33.6377,24.2099,36.5112
36.5112,36.5112,25.5038,36.6787
36.6787,36.6787,26.2936,35.3029
35.3029,36.6787,29.0643,34.2958
34.2958,36.6787,33.6377,33.2405
33.2405,36.6787,33.2405,33.0025
33.0025,36.6787,33.0025,30.6954
30.6954,35.3029,30.6954,31.3273
31.3273,34.2958,30.6954,29.3995
29.3995,33.2405,29.3995,32.1826
32.1826,33.0025,29.3995,29.978
29.978,32.1826,29.3995,28.5789
28.5789,32.1826,28.5789,23.9576
23.9576,32.1826,23.9576,23.1014
23.1014,32.1826,23.1014,20.7518
20.7518,29.978,20.7518,19.8758
19.8758,28.5789,19.8758,15.5358
15.5358,23.9576,15.5358,15.6976
15.6976,23.1014,15.5358,13.6496
13.6496,20.7518,13.6496,11.9611
11.9611,19.8758,11.9611,9.09
9.09,15.6976,9.09,8.93
8.93,15.6976,8.93,8.86
8.86,13.6496,8.86,8.06
8.06,11.9611,8.06,8.62
8.62,9.09,8.06,8.38
8.38,8.93,8.06,8.14
8.14,8.86,8.06,8.25
8.25,8.62,8.06,7.76
7.76,8.62,7.76,7.91
7.91,8.38,7.76,6.74
6.74,8.25,6.74,5.86
5.86,8.25,5.86,5.06
5.06,7.91,5.06,5.65
5.65,7.91,5.06,4.94
4.94,6.74,4.94,4.71
4.71,5.86,4.71,4.24
4.24,5.65,4.24,4.14
4.14,5.65,4.14,4.22
4.22,4.94,4.14,3.57
3.57,4.71,3.57,3.9109
3.9109,4.24,3.57,3.7423
3.7423,4.22,3.57,4.0951
4.0951,4.22,3.57,4.1629
4.1629,4.1629,3.57,4.6241
4.6241,4.6241,3.7423,5.4323
5.4323,5.4323,3.7423,6.6513
6.6513,6.6513,4.0951,7.0638
7.0638,7.0638,4.1629,8.6107
8.6107,8.6107,4.6241,7.8175
7.8175,8.6107,5.4323,8.5248
8.5248,8.6107,6.6513,9.6452
9.6452,9.6452,7.0638,8.9315
8.9315,9.6452,7.8175,9.0244
9.0244,9.6452,7.8175,8.8071
8.8071,9.6452,8.5248,9.2299
9.2299,9.6452,8.8071,9.3131
9.3131,9.3131,8.8071,9.303
9.303,9.3131,8.8071,10.6137
10.6137,10.6137,8.8071,10.203
10.203,10.6137,9.2299,10.1952
10.1952,10.6137,9.303,10.7321
10.7321,10.7321,9.303,11.1293
11.1293,11.1293,10.1952,10.8135
10.8135,11.1293,10.1952,9.0421
9.0421,11.1293,9.0421,9.0651
9.0651,11.1293,9.0421,8.6256
8.6256,11.1293,8.6256,8.2419
8.2419,10.8135,8.2419,8.007
8.007,9.0651,8.007,7.5953
7.5953,9.0651,7.5953,7.4225
7.4225,8.6256,7.4225,7.3766
7.3766,8.2419,7.3766,7.049
7.049,8.007,7.049,6.7491
6.7491,7.5953,6.7491,6.6547
6.6547,7.4225,6.6547,6.2133
6.2133,7.3766,6.2133,6.4786
6.4786,7.049,6.2133,6.3514
6.3514,6.7491,6.2133,6.5721
6.5721,6.6547,6.2133,6.9727
6.9727,6.9727,6.2133,7.9322
7.9322,7.9322,6.3514,9.1619
9.1619,9.1619,6.3514,9.6354
9.6354,9.6354,6.5721,10.5627
10.5627,10.5627,6.9727,11.1354
11.1354,11.1354,7.9322,11.0011
11.0011,11.1354,9.1619,10.154
10.154,11.1354,9.6354,9.6721
9.6721,11.1354,9.6721,9.8485
9.8485,11.1354,9.6721,9.3991
9.3991,11.0011,9.3991,9.5116
9.5116,10.154,9.3991,8.9136
8.9136,9.8485,8.9136,8.4118
8.4118,9.8485,8.4118,8.2222
8.2222,9.5116,8.2222,7.4813
7.4813,9.5116,7.4813,7.4537
7.4537,8.9136,7.4537,7.3476
7.3476,8.4118,7.3476,7.4224
7.4224,8.2222,7.3476,7.7026
7.7026,7.7026,7.3476,7.7322
7.7322,7.7322,7.3476,8.8536
8.8536,8.8536,7.3476,9.2002
9.2002,9.2002,7.4224,9.3218
9.3218,9.3218,7.7026,9.5698
9.5698,9.5698,7.7322,10.2867
10.2867,10.2867,8.8536,10.8104
10.8104,10.8104,9.2002,11.0565
11.0565,11.0565,9.3218,11.3563
11.3563,11.3563,9.5698,10.5275
10.5275,11.3563,10.2867,10.0984
10.0984,11.3563,10.0984,9.0228
9.0228,11.3563,9.0228,8.2935
8.2935,11.3563,8.2935,6.7354
6.7354,10.5275,6.7354,6.5223
6.5223,10.0984,6.5223,5.6516
5.6516,9.0228,5.6516,5.6048
5.6048,8.2935,5.6048,5.0989
5.0989,6.7354,5.0989,4.8465
4.8465,6.5223,4.8465,4.5739
4.5739,5.6516,4.5739,4.4791
4.4791,5.6048,4.4791,4.4847
4.4847,5.0989,4.4791,4.5501
4.5501,4.8465,4.4791,4.3915
4.3915,4.5739,4.3915,4.5125
4.5125,4.5501,4.3915,4.7039
4.7039,4.7039,4.3915,4.6126
4.6126,4.7039,4.3915,4.4324
4.4324,4.7039,4.3915,4.4953
4.4953,4.7039,4.4324,4.9083
4.9083,4.9083,4.4324,4.7474
4.7474,4.9083,4.4324,5.313
5.313,5.313,4.4324,5.6047
5.6047,5.6047,4.4953,6.3146
6.3146,6.3146,4.7474,6.4587
6.4587,6.4587,4.7474,7.2997
7.2997,7.2997,5.313,7.357
7.357,7.357,5.6047,7.8166
7.8166,7.8166,6.3146,7.7418
7.7418,7.8166,6.4587,8.3388
8.3388,8.3388,7.2997,8.2297
8.2297,8.3388,7.357,9.0377
9.0377,9.0377,7.7418,9.2452
9.2452,9.2452,7.7418,10.2732
10.2732,10.2732,8.2297,10.6891
10.6891,10.6891,8.2297,11.7035
11.7035,11.7035,9.0377,12.563
12.563,12.563,9.2452,13.8532
13.8532,13.8532,10.2732,13.9832
13.9832,13.9832,10.6891,15.4921
15.4921,15.4921,11.7035,16.2656
16.2656,16.2656,12.563,17.4676
17.4676,17.4676,13.8532,17.6578
17.6578,17.6578,13.9832,19.2594
19.2594,19.2594,15.4921,20.8063
20.8063,20.8063,16.2656,20.8751
20.8751,20.8751,17.4676,20.6968
20.6968,20.8751,17.6578,20.9603
20.9603,20.9603,19.2594,20.7483
20.7483,20.9603,20.6968,20.8646
20.8646,20.9603,20.6968,21.573
21.573,21.573,20.6968,20.7398
20.7398,21.573,20.7398,20.5734
20.5734,21.573,20.5734,19.2048
19.2048,21.573,19.2048,19.3508
19.3508,21.573,19.2048,19.5955
19.5955,20.7398,19.2048,20.1824
20.1824,20.5734,19.2048,21.352
21.352,21.352,19.2048,18.0833
18.0833,21.352,18.0833,18.1622
18.1622,21.352,18.0833,17.3895
17.3895,21.352,17.3895,16.5431
16.5431,21.352,16.5431,16.9899
16.9899,18.1622,16.5431,18.6265
18.6265,18.6265,16.5431,18.0868
18.0868,18.6265,16.5431,17.9596
17.9596,18.6265,16.5431,18.4198
18.4198,18.6265,16.9899,17.7125
17.7125,18.6265,17.7125,17.3116
17.3116,18.4198,17.3116,18.1684
18.1684,18.4198,17.3116,17.8281
17.8281,18.4198,17.3116,18.7475
18.7475,18.7475,17.3116,19.0532
19.0532,19.0532,17.3116,19.2601
19.2601,19.2601,17.8281,20.0413
20.0413,20.0413,17.8281,22.6059
22.6059,22.6059,18.7475,23.3305
23.3305,23.3305,19.0532,23.9383
23.9383,23.9383,19.2601,24.5753
24.5753,24.5753,20.0413,25.216
25.216,25.216,22.6059,24.9455
24.9455,25.216,23.3305,23.1676
23.1676,25.216,23.1676,23.0746
23.0746,25.216,23.0746,23.0319
23.0319,25.216,23.0319,23.3807
23.3807,24.9455,23.0319,23.3941
23.3941,23.3941,23.0319,23.3407
23.3407,23.3941,23.0319,23.2002
23.2002,23.3941,23.0319,23.6154
23.6154,23.6154,23.2002,22.8307
22.8307,23.6154,22.8307,23.021
23.021,23.6154,22.8307,22.5278
22.5278,23.6154,22.5278,21.9601
21.9601,23.6154,21.9601,21.5449
21.5449,23.021,21.5449,20.6402
20.6402,23.021,20.6402,20.3733
20.3733,22.5278,20.3733,20.073
20.073,21.9601,20.073,17.6655
17.6655,21.5449,17.6655,17.2528
17.2528,20.6402,17.2528,15.8032
15.8032,20.3733,15.8032,15.3667
15.3667,20.073,15.3667,13.4891
13.4891,17.6655,13.4891,13.2374
13.2374,17.2528,13.2374,13.1898
13.1898,15.8032,13.1898,12.5471
12.5471,15.3667,12.5471,12.5672
12.5672,13.4891,12.5471,12.5507
12.5507,13.2374,12.5471,12.5661
12.5661,13.1898,12.5471,11.8617
11.8617,12.5672,11.8617,11.8092
11.8092,12.5672,11.8092,11.6383
11.6383,12.5661,11.6383,11.9941
11.9941,12.5661,11.6383,12.8572
12.8572,12.8572,11.6383,12.4512
12.4512,12.8572,11.6383,12.5727
12.5727,12.8572,11.6383,13.1003
13.1003,13.1003,11.9941,13.8099
13.8099,13.8099,12.4512,14.1766
14.1766,14.1766,12.4512,14.0614
14.0614,14.1766,12.5727,14.0598
14.0598,14.1766,13.1003,14.1292
14.1292,14.1766,13.8099,14.7524
14.7524,14.7524,14.0598,13.8374
13.8374,14.7524,13.8374,12.9625
12.9625,14.7524,12.9625,12.2948
12.2948,14.7524,12.2948,12.9281
12.9281,14.7524,12.2948,13.0852
13.0852,13.8374,12.2948,14.9304
14.9304,14.9304,12.2948,14.9506
14.9506,14.9506,12.2948,14.2592
14.2592,14.9506,12.9281,14.1138
14.1138,14.9506,13.0852,14.2298
14.2298,14.9506,14.1138,14.5556
14.5556,14.9506,14.1138,14.7917
14.7917,14.7917,14.1138,15.0664
15.0664,15.0664,14.1138,15.3145
15.3145,15.3145,14.2298,14.7474
14.7474,15.3145,14.5556,14.2004
14.2004,15.3145,14.2004,14.2444
14.2444,15.3145,14.2004,13.2119
13.2119,15.3145,13.2119,13.1297
13.1297,14.7474,13.1297,12.9929
12.9929,14.2444,12.9929,12.6029
12.6029,14.2444,12.6029,11.865
11.865,13.2119,11.865,11.673
11.673,13.1297,11.673,10.3788
10.3788,12.9929,10.3788,9.619
9.619,12.6029,9.619,9.1513
9.1513,11.865,9.1513,8.8547
8.8547,11.673,8.8547,9.5172
9.5172,10.3788,8.8547,9.0881
9.0881,9.619,8.8547,8.646
8.646,9.5172,8.646,8.6179
8.6179,9.5172,8.6179,8.1264
8.1264,9.5172,8.1264,7.9789
7.9789,9.0881,7.9789,7.534
7.534,8.646,7.534,7.3842
7.3842,8.6179,7.3842,6.6547
6.6547,8.1264,6.6547,6.616
6.616,7.9789,6.616,6.4689
6.4689,7.534,6.4689,6.4541
6.4541,7.3842,6.4541,6.171
6.171,6.6547,6.171,5.9701
5.9701,6.616,5.9701,6.246
6.246,6.4689,5.9701,6.6075
6.6075,6.6075,5.9701,6.1949
6.1949,6.6075,5.9701,6.2905
6.2905,6.6075,5.9701,5.9929
5.9929,6.6075,5.9929,6.0515
6.0515,6.6075,5.9929,5.9757
5.9757,6.2905,5.9757,6.0343
6.0343,6.2905,5.9757,6.0887
6.0887,6.0887,5.9757,5.9576
5.9576,6.0887,5.9576,6.2789
6.2789,6.2789,5.9576,6.4006
6.4006,6.4006,5.9576,6.6895
6.6895,6.6895,5.9576,6.9978
6.9978,6.9978,5.9576,7.2555
7.2555,7.2555,6.2789,7.234
7.234,7.2555,6.4006,7.0184
7.0184,7.2555,6.6895,6.8987
6.8987,7.2555,6.8987,6.9535
6.9535,7.2555,6.8987,7.0129
7.0129,7.234,6.8987,7.2761
7.2761,7.2761,6.8987,7.389
7.389,7.389,6.8987,7.0209
7.0209,7.389,6.9535,7.1828
7.1828,7.389,7.0129,7.9565
7.9565,7.9565,7.0209,7.9495
7.9495,7.9565,7.0209,7.9831
7.9831,7.9831,7.0209,8.175
8.175,8.175,7.1828,8.646
8.646,8.646,7.9495,8.8376
8.8376,8.8376,7.9495,9.7451
9.7451,9.7451,7.9831,10.0612
10.0612,10.0612,8.175,9.5112
9.5112,10.0612,8.646,9.6733
9.6733,10.0612,8.8376,9.2807
9.2807,10.0612,9.2807,9.7854
9.7854,10.0612,9.2807,9.4439
9.4439,9.7854,9.2807,8.5251
8.5251,9.7854,8.5251,8.3869
8.3869,9.7854,8.3869,8.3776
8.3776,9.7854,8.3776,8.5749
8.5749,9.4439,8.3776,8.4458
8.4458,8.5749,8.3776,8.1782
8.1782,8.5749,8.1782,8.4711
8.4711,8.5749,8.1782,8.6099
8.6099,8.6099,8.1782,8.1713
8.1713,8.6099,8.1713,7.3682
7.3682,8.6099,7.3682,7.0025
7.0025,8.6099,7.0025,6.9888
6.9888,8.6099,6.9888,6.9276
6.9276,8.1713,6.9276,6.6506
6.6506,7.3682,6.6506,6.6029
6.6029,7.0025,6.6029,6.5068
6.5068,6.9888,6.5068,6.3085
6.3085,6.9276,6.3085,6.2811
6.2811,6.6506,6.2811,6.5608
6.5608,6.6029,6.2811,6.5625
6.5625,6.5625,6.2811,6.4666
6.4666,6.5625,6.2811,6.5319
6.5319,6.5625,6.2811,6.7078
6.7078,6.7078,6.4666,7.1118
7.1118,7.1118,6.4666,7.286
7.286,7.286,6.4666,7.0824
7.0824,7.286,6.5319,6.8977
6.8977,7.286,6.7078,6.9575
6.9575,7.286,6.8977,6.954
6.954,7.286,6.8977,7.2458
7.2458,7.2458,6.8977,7.2385
7.2385,7.2458,6.8977,7.4418
7.4418,7.4418,6.954,7.1689
7.1689,7.4418,6.954,6.7852
6.7852,7.4418,6.7852,6.6362
6.6362,7.4418,6.6362,6.5206
6.5206,7.4418,6.5206,6.9095
6.9095,7.1689,6.5206,7.3483
7.3483,7.3483,6.5206,7.3163
7.3163,7.3483,6.5206,7.897
7.897,7.897,6.5206,8.3894
8.3894,8.3894,6.9095,8.3848
8.3848,8.3894,7.3163,8.3705
8.3705,8.3894,7.3163,8.0019
8.0019,8.3894,7.897,7.8938
7.8938,8.3894,7.8938,7.5117
7.5117,8.3848,7.5117,7.3674
7.3674,8.3705,7.3674,7.2102
7.2102,8.0019,7.2102,6.8206
6.8206,7.8938,6.8206,6.6751
6.6751,7.5117,6.6751,6.3837
6.3837,7.3674,6.3837,6.0527
6.0527,7.2102,6.0527,5.749
5.749,6.8206,5.749,5.8523
5.8523,6.6751,5.749,5.6509
5.6509,6.3837,5.6509,5.5671
5.5671,6.0527,5.5671,5.5761
5.5761,5.8523,5.5671,5.074
5.074,5.8523,5.074,5.343
5.343,5.6509,5.074,5.557
5.557,5.5761,5.074,5.5486
5.5486,5.5761,5.074,5.7145
5.7145,5.7145,5.074,5.8058
5.8058,5.8058,5.343,5.8119
5.8119,5.8119,5.5486,5.4347
5.4347,5.8119,5.4347,5.374
5.374,5.8119,5.374,5.3441
5.3441,5.8119,5.3441,5.38
5.38,5.8119,5.3441,5.2323
5.2323,5.4347,5.2323,5.1969
5.1969,5.38,5.1969,5.184
5.184,5.38,5.184,5.4851
5.4851,5.4851,5.184,5.5195
5.5195,5.5195,5.184,6.169
6.169,6.169,5.184,6.1991
6.1991,6.1991,5.184,7.0992
7.0992,7.0992,5.4851,7.1909
7.1909,7.1909,5.5195,7.8265
7.8265,7.8265,6.169,7.8205
7.8205,7.8265,6.1991,8.3029
8.3029,8.3029,7.0992,8.2825
8.2825,8.3029,7.1909,8.6071
8.6071,8.6071,7.8205,8.8044
8.8044,8.8044,7.8205,9.2072
9.2072,9.2072,8.2825,9.7478
9.7478,9.7478,8.2825,9.6249
9.6249,9.7478,8.6071,9.3227
9.3227,9.7478,8.8044,9.3978
9.3978,9.7478,9.2072,9.2172
9.2172,9.7478,9.2172,8.6717
8.6717,9.6249,8.6717,8.5168
8.5168,9.3978,8.5168,7.3518
7.3518,9.3978,7.3518,7.2843
7.2843,9.2172,7.2843,6.9825
6.9825,8.6717,6.9825,6.9865
6.9865,8.5168,6.9825,7.0758
7.0758,7.3518,6.9825,6.966
6.966,7.2843,6.966,6.7519
6.7519,7.0758,6.7519,6.5179
6.5179,7.0758,6.5179,6.4977
6.4977,7.0758,6.4977,6.4829
6.4829,6.966,6.4829,6.3061
6.3061,6.7519,6.3061,6.2535
6.2535,6.5179,6.2535,6.3744
6.3744,6.4977,6.2535,6.443
6.443,6.4829,6.2535,6.5199
6.5199,6.5199,6.2535,6.5807
6.5807,6.5807,6.2535,7.0795
7.0795,7.0795,6.3744,7.2563
7.2563,7.2563,6.443,7.7222
7.7222,7.7222,6.5199,7.8601
7.8601,7.8601,6.5807,8.2528
8.2528,8.2528,7.0795,8.2138
8.2138,8.2528,7.2563,8.5063
8.5063,8.5063,7.7222,8.292
8.292,8.5063,7.8601,8.3715
8.3715,8.5063,8.2138,8.4018
8.4018,8.5063,8.2138,9.8188
9.8188,9.8188,8.292,10.0877
10.0877,10.0877,8.292,10.4641
10.4641,10.4641,8.3715,10.6135
10.6135,10.6135,8.4018,11.4908
11.4908,11.4908,9.8188,11.5372
11.5372,11.5372,10.0877,12.6801
12.6801,12.6801,10.4641,12.943
12.943,12.943,10.6135,13.5188
13.5188,13.5188,11.4908,13.5739
13.5739,13.5739,11.5372,14.9385
14.9385,14.9385,12.6801,15.5279
15.5279,15.5279,12.943,16.4917
16.4917,16.4917,13.5188,15.9551
15.9551,16.4917,13.5739,16.1483
16.1483,16.4917,14.9385,16.1977
16.1977,16.4917,15.5279,16.7545
16.7545,16.7545,15.9551,16.9664
16.9664,16.9664,15.9551,17.9153
17.9153,17.9153,16.1483,18.3098
18.3098,18.3098,16.1977,18.1297
18.1297,18.3098,16.7545,18.0081
18.0081,18.3098,16.9664,17.0568
17.0568,18.3098,17.0568,16.6554
16.6554,18.3098,16.6554,16.5262
16.5262,18.1297,16.5262,17.5516
17.5516,18.0081,16.5262,17.1834
17.1834,17.5516,16.5262,16.8976
16.8976,17.5516,16.5262,16.7989
16.7989,17.5516,16.5262,16.2961
16.2961,17.5516,16.2961,17.2032
17.2032,17.2032,16.2961,17.6129
17.6129,17.6129,16.2961,18.6379
18.6379,18.6379,16.2961,17.8671
17.8671,18.6379,16.2961,19.0677
19.0677,19.0677,17.2032,19.1976
19.1976,19.1976,17.6129,19.19
19.19,19.1976,17.8671,19.3348
19.3348,19.3348,17.8671,19.9026
19.9026,19.9026,19.0677,19.9572
19.9572,19.9572,19.19,20.8387
20.8387,20.8387,19.19,21.3645
21.3645,21.3645,19.3348,22.0556
22.0556,22.0556,19.9026,22.2671
22.2671,22.2671,19.9572,22.9503
22.9503,22.9503,20.8387,23.6381
23.6381,23.6381,21.3645,24.3144
24.3144,24.3144,22.0556,25.0865
25.0865,25.0865,22.2671,26.9624
26.9624,26.9624,22.9503,26.8895
26.8895,26.9624,23.6381,27.8265
27.8265,27.8265,24.3144,28.8279
28.8279,28.8279,25.0865,29.006
29.006,29.006,26.8895,28.9509
28.9509,29.006,26.8895,29.2502
29.2502,29.2502,27.8265,29.812
29.812,29.812,28.8279,29.0083
29.0083,29.812,28.9509,29.7032
29.7032,29.812,28.9509,30.6278
30.6278,30.6278,29.0083,32.1214
32.1214,32.1214,29.0083,31.8072
31.8072,32.1214,29.0083,29.8467
29.8467,32.1214,29.7032,29.0654
29.0654,32.1214,29.0654,29.0796
29.0796,32.1214,29.0654,29.2634
29.2634,31.8072,29.0654,28.7796
28.7796,29.8467,28.7796,28.8408
28.8408,29.2634,28.7796,28.7868
28.7868,29.2634,28.7796,27.8391
27.8391,29.2634,27.8391,27.3493
27.3493,28.8408,27.3493,25.3574
25.3574,28.8408,25.3574,24.8
24.8,28.7868,24.8,23.3089
23.3089,27.8391,23.3089,22.6318
22.6318,27.3493,22.6318,22.2355
22.2355,25.3574,22.2355,21.1602
21.1602,24.8,21.1602,21.0184
21.0184,23.3089,21.0184,22.2704
22.2704,22.6318,21.0184,22.3375
22.3375,22.3375,21.0184,22.1332
22.1332,22.3375,21.0184,21.4574
21.4574,22.3375,21.0184,20.7556
20.7556,22.3375,20.7556,21.0608
21.0608,22.3375,20.7556,20.5162
20.5162,22.1332,20.5162,20.4331
20.4331,21.4574,20.4331,20.583
20.583,21.0608,20.4331,20.5608
20.5608,21.0608,20.4331,20.5316
20.5316,20.583,20.4331,20.1318
20.1318,20.583,20.1318,20.0413
20.0413,20.583,20.0413,20.5363
20.5363,20.5608,20.0413,20.1385
20.1385,20.5363,20.0413,19.993
19.993,20.5363,19.993,20.2115
20.2115,20.5363,19.993,20.8745
20.8745,20.8745,19.993,20.8203
20.8203,20.8745,19.993,20.8786
20.8786,20.8786,19.993,22.3887
22.3887,22.3887,20.2115,23.0708
23.0708,23.0708,20.8203,23.6505
23.6505,23.6505,20.8203,24.8592
24.8592,24.8592,20.8786,25.9663
25.9663,25.9663,22.3887,27.2785
27.2785,27.2785,23.0708,27.922
27.922,27.922,23.6505,29.0079
29.0079,29.0079,24.8592,29.6717
29.6717,29.6717,25.9663,30.3288
30.3288,30.3288,27.2785,30.4935
30.4935,30.4935,27.922,28.4264
28.4264,30.4935,28.4264,28.4459
28.4459,30.4935,28.4264,28.6539
28.6539,30.4935,28.4264,29.2367
29.2367,30.4935,28.4264,29.758
29.758,29.758,28.4264,30.5521
30.5521,30.5521,28.4459,30.4802
30.4802,30.5521,28.6539,29.5128
29.5128,30.5521,29.2367,27.5657
27.5657,30.5521,27.5657,26.8284
26.8284,30.5521,26.8284,25.3485
25.3485,30.4802,25.3485,25.2645
25.2645,29.5128,25.2645,24.0754
24.0754,27.5657,24.0754,23.7881
23.7881,26.8284,23.7881,22.8127
22.8127,25.3485,22.8127,13.6741
13.6741,25.2645,13.6741,22.0677
22.0677,24.0754,13.6741,22.1266
22.1266,23.7881,13.6741,22.0878
22.0878,22.8127,13.6741,21.5985
21.5985,22.1266,13.6741,20.6258
20.6258,22.1266,20.6258,20.2516
20.2516,22.1266,20.2516,19.8662
19.8662,22.0878,19.8662,19.5818
19.5818,21.5985,19.5818,19.5196
19.5196,20.6258,19.5196,19.7861
19.7861,20.2516,19.5196,19.7276
19.7276,19.8662,19.5196,19.4965
19.4965,19.7861,19.4965,18.9895
18.9895,19.7861,18.9895,19.0285
19.0285,19.7861,18.9895,19.1875
19.1875,19.7276,18.9895,19.458
19.458,19.4965,18.9895,19.8212
19.8212,19.8212,18.9895,19.4954
19.4954,19.8212,19.0285,19.6947
19.6947,19.8212,19.1875,19.9053
19.9053,19.9053,19.458,19.9937
19.9937,19.9937,19.4954,20.1593
20.1593,20.1593,19.4954,20.312
20.312,20.312,19.6947,19.6099
19.6099,20.312,19.6099,19.7278
19.7278,20.312,19.6099,19.4228
19.4228,20.312,19.4228,19.0046
19.0046,20.312,19.0046,15.4436
15.4436,19.7278,15.4436,15.2684
15.2684,19.7278,15.2684,18.7962
18.7962,19.4228,15.2684,18.51
18.51,19.0046,15.2684,18.9782
18.9782,18.9782,15.2684,18.1127
18.1127,18.9782,15.2684,18.6034
18.6034,18.9782,18.1127,18.3515
18.3515,18.9782,18.1127,18.5712
18.5712,18.9782,18.1127,17.6459
17.6459,18.6034,17.6459,17.3085
17.3085,18.6034,17.3085,17.0712
17.0712,18.5712,17.0712,16.9861
16.9861,18.5712,16.9861,16.5313
16.5313,17.6459,16.5313,15.5723
15.5723,17.3085,15.5723,14.5781
14.5781,17.0712,14.5781,14.5065
14.5065,16.9861,14.5065,13.2212
13.2212,16.5313,13.2212,12.6937
12.6937,15.5723,12.6937,11.0659
11.0659,14.5781,11.0659,11.0527
11.0527,14.5065,11.0527,10.39
10.39,13.2212,10.39,10.454
10.454,12.6937,10.39,9.7823
9.7823,11.0659,9.7823,9.3353
9.3353,11.0527,9.3353,8.885
8.885,10.454,8.885,8.9677
8.9677,10.454,8.885,8.2475
8.2475,9.7823,8.2475,7.8307
7.8307,9.3353,7.8307,7.1445
7.1445,8.9677,7.1445,7.0909
7.0909,8.9677,7.0909,6.5863
6.5863,8.2475,6.5863,6.7783
6.7783,7.8307,6.5863,6.4643
6.4643,7.1445,6.4643,6.588
6.588,7.0909,6.4643,6.5989
6.5989,6.7783,6.4643,6.6102
6.6102,6.7783,6.4643,6.3258
6.3258,6.6102,6.3258,6.4352
6.4352,6.6102,6.3258,6.4229
6.4229,6.6102,6.3258,6.5666
6.5666,6.6102,6.3258,6.3776
6.3776,6.5666,6.3258,6.7201
6.7201,6.7201,6.3776,6.9386
6.9386,6.9386,6.3776,7.1092
7.1092,7.1092,6.3776,7.2205
7.2205,7.2205,6.3776,7.097
7.097,7.2205,6.7201,7.0706
7.0706,7.2205,6.9386,7.185
